money-fx	TRANSATLANTIC ROW IMPERILS LOUVRE ACCORD-DEALERS The Louvre accord on currency stability, which has maintained an uneasy calm in currency markets since last February, appeared in serious danger today as a transatlantic dispute over West German interest rates came to the boil, foreign exchange dealers said. But as the dollar slid against the mark and world stock and bond markets plunged, officials in the major industrial countries played down the dispute as a bilateral problem between the United States and West Germany and insisted that the currency pact was still alive. U.S. Treasury Secretary James Baker sparked the market fears when he attacked the rise in West German short-term interest rates. "That's not in keeping with the spirit of what we agreed to as recently as earlier this month in Washington," Baker said in a U.S. Television interview on Sunday. He was referring to the meetings of Finance Ministers from the Group of Seven (G7) leading industrial nations which reaffirmed the pact. Under the Louvre Accord West Germany and Japan, who both have large trade surpluses, pledged to boost their economic growth to take in more exports from the U.S., While the U.S. Agreed to stop talking the dollar down. However, Baker said on Saturday that while the Louvre agreement was still operative, the West German interest rate move would force the U.S. To re-examine the accord. "The foreign exchange market has been told by Baker that he's going to hammer Germany ... He has just declared all bets are off in terms of currency cooperation," Chris Johns, currency analyst at UBS-Phillips and Drew in London said. But a Bank of Japan official took a much more sanguine view, telling Reuters that "the exchange market is apparently reacting too much, and anyone who sold the dollar on the Baker comment will regret it later on." French Finance Minister Edouard Balladur, who hosted the Louvre meeting, was the only one of the G7 Finance Ministers to respond directly to Baker's remarks. He called for "a faithful and firm adherence by all the major industrial countries to the Louvre accords -- in both their letter and spirit." Neither the West German Finance Ministry nor the British Treasury commented on the row. But a Japanese Finance Ministry official said that despite U.S. Frustration over higher interest rates abroad, "this does not represent its readiness to scrap the basic framework of the Louvre Accord." In Frankfurt F. Wilhelm Christians, joint chief executive of West Germany's largest bank, Deutsche Bank, said that following recent meetings with Baker, he believed that the U.S. Was still committed to the accord. In a move which the market interpreted as a possible gesture of reconciliation, the Bundesbank added short-term liquidity to the West German money market at 3.80 pct on Monday, down from the 3.85 pct level at which it injected medium-term liquidity last week. The Bank of France also stepped into the French money market to hold down rates, injecting short-term liquidity at 7-3/4 pct after rates rose close to eight pct. Reuter
trade	JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS Ministry of International Trade and Industry (MITI) Vice Minister Makoto Kuroda leaves for Washington today with data he hopes will refute U.S. Charges Japan has violated a pact on microchip trade. A three-man Japanese trade team is already in Washington laying the groundwork for talks between Kuroda and Deputy U.S. Trade Representative Michael Smith aimed at persuading the U.S. Not to impose tariffs on certain Japanese products. But Kuroda said he is taking no new proposals. "I have nothing in my briefcase except an explanation of the current situation," Kuroda told the daily newspaper Asahi Shimbun. Kuroda said the U.S. Decision was based on incorrect data and an exaggerated sense of MITI's power to control market forces. "The U.S. Has excessive expectations. To stabilise supply-demand relations which have been disrupted by excess inventories since 1985 will take some time," he said. Kuroda also laid part of the blame for low U.S. Chip sales in Japan on a lack of effort by American firms here. He said if he fails in talks tomorrow and Friday to forestall sanctions, he will seek further talks with U.S. Trade Representative Clayton Yeutter. U.S. Officials said this week's talks are unlikely to delay imposition of tariffs. REUTER
crude	EX-ARCO <ARC> CHIEF SEES ENERGY CRISIS BY 1990 Dwindling global crude oil reserves and the lack of any major new discoveries in recent years will send the world into an energy crisis by 1990, the former Atlantic Richfield Co chairman Robert O. Anderson said. "It's going to come sooner than anyone thinks," Anderson told reporters after addressing a Houston business lunch. "I believe we're going to see a change in the world oil markets in two to three years because oil is becoming harder to find." Anderson, who retired from Arco last year to form Hondo Oil and Gas Co, said world oil consumption is approaching 60 mln barrels a day but a current excess capacity cushion of about 4.5 mln barrels a day will rapidly disappear. "If you looked around the world, you could not scrape up one mln barrels a day in shut-in production outside the Middle East," he said. "We're soon going to be right back where we were in 1973 and 1979." Anderson predicted that world oil prices would end 1987 at about 24 dlrs a barrel and continue a gradual climb. "There's no way prices can stay flat because there isn't enough supply," he said. "There have been no major oil discoveries for the past 15 to 20 years." Alaska's Prudhoe Bay oil reserves, the last major world discovery, has already produced about five billion barrels of oil or more than half of its estimated reserves, he said. Reuter
money-fx	BELGIAN CENTRAL BANK BUYS CURRENCY TO REPAY DEBT The Belgian National Bank bought foreign currencies against francs on the open market in the week ended March 9, a Bank spokesman said. In line with central bank policy he declined to give any details of the amount bought. The foreign currency purchased was used by the Treasury to repay foreign debt and did not affect the Bank's foreign exchange reserves. They slipped 394 mln francs to 37.33 billion, mostly due to sales of dollars for Special Drawing Rights, the spokesman said. REUTER
interest	FED OPPOSES CREDIT CARD INTEREST RATE CEILINGS The Federal Reserve Board opposed pending legislation to establish ceilings on interest charged by credit card companies. "The Board does not believe it would be appropriate to impose a federal ceiling on credit card rates," Fed governor Martha Seger told a Senate Banking Subcommittee. "Among other things a Federal ceiling could have undesirable side effects in the form of reduced credit availability and could lead to changes in non-rate credit card terms," she testified. Reuter
sugar	FIRE DAMAGES PAKISTAN SUGAR STOCK A fire damaged a large stock of imported sugar stored in a customs warehouse at Karachi on Saturday night, customs officials said. They said the warehouse contained about 15,000 tonnes of sugar in 150,000 bags but they did not know how much had been destroyed or damaged. They said the cause of the fire was unknown. REUTER
crude	PHILLIPS RAISES CRUDE POSTINGS 50 CTS EFFECTIVE TODAY, WTI TO 17.50 dlrs/bbl
money-supply	FED DATA SUGGEST STABLE U.S. MONETARY POLICY Latest Federal Reserve data suggest that the central bank voted to maintain the existing degree of pressure on banking reserves at its regular policy-making meeting two weeks ago, money market economists said. "The numbers were a little disappointing, but I think we can take Mr Volcker at his word when he said that nothing had changed," said Bob Bannon of Security Pacific National Bank. Fed Chairman Paul Volcker told a Congressional committee last Thursday that the Fed's policy "has been unchanged up to today." Although Volcker's statement last Thursday allayed most fears that the Fed had marginally tightened its grip on reserves to help an ailing dollar, many economists still wanted confirmation of a steady policy in today's data, which covered the two-week bank statement period ended yesterday. This need for additional reassurance was made all the more acute by the Fed's decision yesterday to drain reserves from the banking system by arranging overnight matched sale-purchase agreements for the first time since April of last year, economists added. Today's data showed that the draining action was for a fairly large 3.9 billion dlrs, economists said. "The one thing that caught my eye were the relatively sizeable matched sales on Wednesday," said Dana Johnson of First National Bank of Chicago. "But there was a clearly justified need for them. There was nothing ominous." "The Fed couldn't have waited until the start of the new statement period today. If it had, it would have missed its (reserve) projections," added Security Pacific's Bannon. A Fed spokesman told reporters that there were no large single-day net miss in reserve projections in the latest week. Economists similarly shrugged off slightly higher-than- expected adjusted bank borrowings from the Fed's discount window, which averaged 310 mln dlrs a day in the latest week, compared with many economists' forecasts of about 200 mln. For the two-week bank statement period as a whole, the daily borrowing average more than doubled to 381 mln dlrs from 160 in the prior period. "There were wire problems at two large banks on Tuesday and Wednesday, so I am not too bothered about the borrowings," said Scott Winningham of J.S. Winningham and Co. The Wednesday average rose to 946 mln dlrs from 148 mln a week earlier. Lending further support to the stable policy view was a relatively steady federal funds rate of about six pct in the latest week and persistently high levels of excess reserves in the banking system, economists said. "For the time being, the Fed is following a neutral path, with fed funds at about six to 6-1/8 pct," said Darwin Beck of First Boston Corp. "I expect it to continue in that vein." "Excess reserves fell but they are still over a billion dlrs," added First Chicago's Johnson. Banks' excess reserves averaged 1.03 billion dlrs a day in the latest statement period, down from 1.50 billion in the previous one. After the Fed declined to assign a 1987 target growth range to the wayward M-1 money supply measure last week, little attention was paid to a steeper-than-anticipated 2.1 billion dlr jump in the week ended February 16. Looking ahead, economists said the Fed will have to tread a fine line between the dollar's progress in the international currency markets and the development of the domestic economy. "The market has perhaps exaggerated the dollar's effect on Fed policy," said First Chicago's Johnson. "Of course, it will take the dollar into account in future policy decisions but if the economy is weak, it won't pull back from easing." Reuter
money-supply	SIGN OF SLOWING IN GERMAN MONEY GROWTH -BUNDESBANK Central bank money stock was growing at about seven pct in the first quarter of 1987, down from 9-1/2 pct in the second half of 1986, so there are signs that the pace of growth is slowing even though it is still above target, the Bundesbank said in its 1986 annual report. The Bundesbank set a target range of three to six pct growth from fourth quarter 1986 to fourth quarter 1987 for central bank money stock. In the previous year it grew 7.7 pct, outside the 3-1/2 to 5-1/2 pct target range. The Bundesbank noted that monetary policy in 1986 was limited by a series of external factors. These included the revaluation of the mark, growing foreign payments surpluses of non-banks, and currency inflows. The Bundesbank therefore tolerated the monetary overshoot in 1986, as an attempt to counter monetary expansion with interest rate and liquidity moves would have increased upward pressure on the mark, it said. The lower end of the 1987 target range would be realistic if a large part of funds currently held in a liquid form were invested in long-term bank accounts or bonds, public bonds or foreign securities, the Bundesbank said. But if companies and private households continue to hold their funds in liquid forms, or if there are further currency inflows, growth will be closer to the upper end of the range. "The more the conflict between external constraints and domestic objectives relaxes -- and many things point to this at the time of writing this report -- the more possible it will be to do justice again to the medium-term concept of money supply control," the Bundesbank said. It noted that prices were beginning to tend upwards again at the start of 1987. There would be virtually no easing of other production costs in 1987 to compensate for the rise in unit-wage costs. "Nevertheless, no inflationary trends are likely to set in this year," the Bundesbank said. A link between excessive monetary growth and intensifying price rises can only be observed in the long term, it added. The continuing trend for non-banks to switch into long-term borrowing to take advantage of low interest rates, while for the same reason shunning long-term investments, increases the risks in changing interest rates for banks refinancing themselves with variable-interest deposits, it added. REUTER
gold	BELGIUM DETAILS PRICING PLAN FOR ECU GOLD COIN The 50 European Currency Unit gold coins which go on sale tomorrow in Belgium will be priced at a premium of seven pct to the value of the gold they contain, a Finance Ministry spokesman said. The price will be calculated daily, based on the daily gold fixing in London. Belgium is minting an initial 50,000 gold coins to celebrate the 30th anniversary of the European Community's founding Treaty of Rome, but final production is expected to be around 200,000. Each 17.27 gram coin will contain 55 grams of fine metal. Two mln silver coins, face value five Ecus, will be sold at 500 francs each. REUTER
ship	N.Z. PORTS REOPEN, BUT FURTHER DISRUPTION LIKELY New Zealand ports reopened at 0730 hrs local time (1930 GMT March 22) after being closed since March 19 because of a strike over pay claims by watersiders, a Waterside Federation spokesman said. But industrial action by other port workers is likely to cause further disruption, Harbour Workers union secretary Ross Wilson told Reuters. Wilson said his members are holding stopwork meetings this morning to consider further stoppages over their pay claim. The two disputes are not related. Harbour Workers around the country went on strike for 24 hours on March 16, but Wilson said any further action will occur on a port-by-port basis. Reuter
sugar	LIBYA REPORTEDLY BOUGHT WHITE SUGAR Libya is reported to have recently bought two cargoes of white sugar from operators at around 229/230 dlrs a tonne cost and freight, traders said. The shipment period required was not specified. Reuter
crude	EXXON (XON) SEES SYNFUELS ROLE BY YEAR 2000 Development of costly shale oil, liquified coal and other kinds of synthetic fuels, halted in recent years because of cheap and abundant petroleum supplies, will become economic again when world oil prices top 30 dlrs a barrel, an Exxon Co USA executive said. Joe McMillan, a senior vice president, told Reuters after addressing a Houston meeting of the American Institute of Chemical Engineers, "By early in the next century, synthetics should play a significant role in this country's energy supply." McMillan also told reporters at a news conference that he believed synthetic fuels would become economic to develop when world oil prices reached a 30 to 40 dlr a barrel price range. "You're talking about a 50 pct increase in crude oil prices, but I think that time is coming and we've got to be prepared," McMillan said. He predicted U.S. oil demand would rise by about one pct annually in the next few years while the nation fails to replace its oil reserves through exploration. By the turn of the century, world oil prices will be significantly higher because of declining supplies, McMillan said. Ashland Oil, Inc. chairman John Hall, who also spoke at the meeting, advocated some form of federal tax incentives to help spur development of synthetic fuels. The United States, Hall said, has nearly 500 billion tons of demonstrated coal reserves, an amount more than triple that of all the world's known oil reserves. "We must encourage research now in order to make synfuels competitive later," Hall said. The average lead time for development of a shale oil or liquified coal project is between five and ten years. Until last year, the federal government had subsidized synfuels development through the U.S. Synthetic Fuels Corp., a research program created during the Carter Administration with the goal of developing replacements for up to two mln barrels of oil. The corporation was shut down last April when Congress refused to continue funding its eight billion dlr budget because of uneconomic projects based on forecasts of 50 dlrs a barrel oil and 10 dlr per mcf natural gas during this decade. Reuter
coffee	RIO DE JANEIRO - IBC ESTIMATES 1987-88 COFFEE CROP AT 35.2 MLN BAGS
ship	HIGH WATER EXTENDS RHINE RIVER BLOCKAGE Rising water levels on the Rhine caused by heavy rain are delaying an operation near Karlsruhe to raise two sunken boats which have blocked the river's main navigation channel since early last week, a Karlsruhe water authority spokesman said. He said two floating cranes were unable to begin lifting the sunken tug Orinoko and its lighter because the water level had reached 815 centimetres and was forecast to rise to 820-830 cm by tomorrow. He was unable to say when the operation might begin. Meanwhile, high water at Cologne has forced vessels to travel at reduced speed, a water authority spokesman in Cologne said. But a water authority spokesman in Duisburg, 60 kms north of Cologne, said vessels there were moving normally. Reuter
ship	TAIWAN'S EVERGREEN LINE TO GO PUBLIC Liner shipping specialist <Evergreen Marine Corp>, Taiwan's largest private company, has applied to the Security and Exchange Commission to go public next month, a company spokeswoman told Reuters. She said Evergreen had doubled its capital to eight billion Taiwan dlrs since last August. "The capital increase will boost our operations," she said. She said Evergreen will use the funds raised from the stock market to buy new ships and step up its global services. The spokeswoman said the company posted an after-tax profit of more than one billion dlrs last year on total revenues of 20.46 billion, compared to an after-tax profit of 1.18 billion on revenues of 17.99 billion in 1985. Evergreen has placed newbuilding orders for three 3,428-teu (twenty-foot equivalent unit) fully cellular container ships with the state-owned <China Shipbuilding Corp> for delivery in late 1988. Evergreen has a fleet of 66 container vessels, totalling more than two mln dwt, the spokeswoman said. REUTER
money-fx	POEHL SEES GOOD CHANCES FOR CURRENCY STABILITY Bundesbank president Karl Otto Poehl said there were good chances for exchange rate stability. "The chances for exchange rate stability are good," he told reporters. Reuter
crude	TEXACO <TXC> CANADA TO RAISE CRUDE OIL POSTINGS Texaco Inc's Texaco Canada said it will raise postings for its Edmonton/Swann Hills crude by 24 canadian cts a barrel, effective June 20. The company said the new posting for Edmonton/Swann Hills will be 25.60 dlrs a barrel. The price hike follows a round of crude oil price increases started late June 17 by Sun Co. The other major canadian crude suppliers raised prices June 18. Reuter
trade	ECUADOR POSTS 71.3 MLN DLR 8-MTH TRADE DEFICIT Ecuador posted a trade deficit of 71.3 mln dlrs in the first eight months of 1987, compared with a surplus of 468.6 mln dlrs in the same period of 1986, central bank figures show. Ecuador suspended oil exports, which made up 55 pct of the value of its total exports in 1986, for five months this year after an earthquake in March shattered the country's pipeline. The central bank said the value of exports from January to August 1987 stood at 1.132 billion dlrs and imports 1.204 billion dlrs. Net international monetary reserves declined to 57.5 mln dlrs at end-September from 146.8 mln dlrs at end- September 1986. Reuter
money-fx	U.K. MONEY MARKET GIVEN 40 MLN STG LATE ASSISTANCE The bank of England said it provided the money market with late assistance of around 40 mln stg. This brings the Bank's total help today to some 412 mln stg and compares with its forecast of a shortage in the sytem of around 400 mln stg. REUTER
ship	ALMOST 200 DEAD IN FERRY DISASTER There are no more survivors from a British cross-Channel ferry disaster off the Belgian coast and almost 200 people seem certain to have perished, a senior Belgian official said. Jacques Thas, in charge of rescue for the Herald of Free Enterprise, said his men had searched all of the ship except some inaccessible cabins and the control room. "I am afraid there are no more survivors," he said. Thas said 32 of the 543 passsengers and crew were confirmed dead and 160 were missing, bringing the total of dead or presumed dead to 192. REUTER
crude	OIL MARKET LIKELY TO REMAIN STABLE, SUBROTO SAYS Indonesian Energy minister Subroto said he was very confident of continued stability in the oil market because of the determination of Opec members to maintain a price of 18 dlrs a barrel. "We are very confident that things will continue this way. The short-term outlook is favourable because of the resolution of Opec to stick to the 18 dlr price," he said at a signing ceremony for a new Indonesian production sharing agreement. He said Opec output continued to remain slightly under its agreed ceiling of 15.8 mln barrels, and he expected prices to firm slightly in the third quarter of the year. He said at Opec's next meeting in Vienna in June, members will face the choice of either maintaining present volume and seeing prices rise a bit, or raising the production ceiling so that members could produce more in the third and fourth quarters of 1987. He gave no figures for how much he thought volume could be raised without undermining the 18 dlr target, or any indication of which option he preferred. REUTER
ship	REAGAN SENDS KUWAITI PLAN TO CONGRESS President Reagan today sent a classified report to Congress on his plan to protect Kuwaiti oil tankers with U.S. military escorts. Congressional officials said the report, received by House Speaker Jim Wright and Senate majority leader Robert Byrd, will not be made public. Congress has demanded a detailed security plan on how U.S. warships and servicemen would be protected from possible attack in the Gulf region, scene of the prolonged war between Iran and Iraq. White House spokesman Marlin Fitzwater said the Administration intended to push ahead with the plan despite strong opposition in Congress. He said the report to Congress provided a comprehensive overview of Administration strategy in the Gulf, adding the military escort plan would begin "when the President was satisfied that all preparations had been completed satisfactorily". Fitzwater did not say when this might be, but denied the protection plan was being held up. Reuter
money-supply	N.Y. BUSINESS LOANS FALL 572 MLN DLRS IN MARCH 11 WEEK, FED SAYS
crude	OIL IMPORT FEE BILL INTRODUCED IN U.S. HOUSE A bill that would impose an oil import fee to support a world floor price for oil of 25 dlrs a barrel was introduced in the U.S. House of Representatives by 12 Congressmen from oil-producing states. The variable import fee would be dropped if oil prices rise above 25 dlrs a barrel, sponsors of the bill said. Revenues from the fee would be used to buy domestic oil from stripper wells - those that produce 10 barrels a day or less - at a fixed price of 25 dlrs a barrel. Purchases would stop when prices rose above that level. "Time is running out on the domestic oil and gas industry," Rep. Joe Barton, R-Texas, said in a statement. "An oil import fee is really just the premium for a national insurance policy." President Reagan opposes an oil import fee, but supporters of the bill said they hoped for action on it before the end of the year. Reuter
crude	SOUTH KOREA INCREASES DUTY ON CRUDE IMPORTS South Korea has increased its duty on crude oil imports to 4.29 dlrs a barrel from 3.29 dlrs, effective today, the energy ministry said. The duty, to raise funds for special energy projects, was adjusted after average crude import prices rose to 16.85 dlrs a barrel in April, from 16.65 dlrs in March and 13.08 dlrs in April 1986, ministry officials said. A separate 24.5 pct import tax on crude oil is unchanged. REUTER
money-supply	NEW YORK BUSINESS LOANS FALL 1.31 BILLION DLRS Commercial and industrial loans on the books of the 10 major New York banks, excluding acceptances, fell 1.31 billion dlrs to 62.70 billion in the week ended April 1, the Federal Reserve Bank of New York said. Including acceptances, loans dropped 1.34 billion dlrs to 63.23 billion. Commercial paper outstanding nationally fell 4.80 billion dlrs to 334.28 billion. National business loan data are scheduled to be released on Friday. Reuter
crude	PAPUA NEW GUINEA PLANS RESOURCES INVESTMENT AGENCY The Papua New Guinea Government will establish a public corporation to invest in resources projects, Minerals and Energy Minister John Kaputin said. "We intend to provide a means through which less privileged individuals can become part owners and beneficiaries from the development of mining and petroleum projects," he told Parliament. Existing policy allowing the state up to 30 pct equity in major mining projects and 22.5 pct in oil and gas projects would be maintained, he said. The planned agency could take over the state's equity in current developments. Kaputin said Papua New Guinea was experiencing a boom with exploration companies spending about 60 mln kina annually on about 150 mining and 23 petroleum projects. "The Government is determined to ensure that Papua New Guinean ownership in minerals and petroleum projects increases in an orderly way," he said. Kaputin did not say when the corporation would be established or exactly what form it would take, but said the government would study whether it should be directly involved in exploration or development. REUTER
money-supply	U.K. MAY ADJUSTED M3 RISES PROVISIONAL 2.1 PCT, M0 UP 0.5 PCT - BANK OF ENGLAND
crude	EXXON <XON> MAY CLOSE ONE FRENCH REFINERY Exxon Corp, the world's largest oil company, said in a published interview today that it was reviewing its worldwide refinery operations and might decide to close on of its french refineries. Lee R. Raymond, Exxon's new president, singled out the possibility of a closure of one of Exxon's refineries in France during the interview. An Exxon spokeswoman confirmed that Raymond had specifically mentioned refineries in France but said that no specific refinery had been named. She also said that all of Exxon's opertations were under constant review. Exxon currently has two refineries in France, FOS in the mediterranean with a capcity of 175,000 barrels per day and Port Jerome west of paris with a similar capacity. Petroleum Intelligence Weekly, an influential trade journal, said, in its current issue, that they understood that Exxon was looking at the possibility of refinery closures in Antwerp, Southern France or possibly Italy. Paul Mlotok, oil analyst with Salomon Brothers inc said that with the closures Exxon made in 1986 in Europe and the improvement in the European refining situation, its future profits there should be good. "Exxon and other major oil companies have closed a bunch of refineries in Europe, upgraded the rest and shaken many of the indepedents out of the market. Now with demand for products rising and efficient operations, Exxon should show superior earnings," Mlotok said. "Just after Royal Dutch <RD>, they are seen as one of the highest grade refiners in Europe," he added. Industry sources said that the oil companies were likely to feel greater pressure on their operations in Southern Europe where competition from the OPEC countries is increasing as these producers move further into downstream operations. PIW said that refiners in the Mediterranean can expect increased shipments from Saudi Arabia and other OPEC export refineries. PIW said "sales from Libya, Algeria and elsewhere are expected to reclaim markets lost to Italian and other European refiners as a result of the abundance of cheap netback oil last year." Reuter
sugar	EC COMMISSION DETAILS SUGAR TENDER The European Community Commission confirmed it granted export licences for 59,000 tonnes of current series white sugar at a maximum export rebate of 45.678 European Currency Units (ECUs) per 100 kilos. Out of this, traders in West Germany received 34,750 tonnes, in the U.K. 13,000, in Denmark 7,250 tonnes and in France 4,000 tonnes. REUTER
crude	API SAID STATISTICS TO BE RELEASED TONIGHT The American Petroleum Institute said it plans to release its weekly report on U.S. oil inventories tonight, even though last Friday was a holiday. Reuter
crude	DU PONT'S <DD> CONOCO FINDS OIL OFFSHORE CONGO Du Pont Co's Conoco Inc said the Viodo Marine Number one exploratory well offshore the People's Republic of the Congo produced up to 1,135 barrels of 26.55 degree gravity oil daily in tests through a 3/4 inch choke. The company said the well, in 202 feet of water about 10 miles west of Pointe-Noire, Congo, was drilled to a depth of 11,527 feet and tested between 7,204 feet and 11,300 feet. The well is located on the Marine II block, a 260,000 acre offshore permit acquired in May 1985, where Conoco is operator with a 42.5 pct interest. <Orange-Nassau Marine C.V.> owns 7.5 pct and Hydro Congo, the state oil company, 50 pct. Reuter
interest	REAGAN SAYS THERE IS ROOM FOR FURTHER DECLINES IN INTEREST RATES
interest	TORONTO DOMINION BANK CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT - TOMORROW
money-supply	U.S. BANK DISCOUNT BORROWINGS AVERAGE 310 MLN DLRS IN FEB 25 WEEK, FED SAYS
